case_key,case,outer_fold,branch,method,target_class,fraction,original_prob,random_prob_mean,random_prob_sd
FAITH_010,F2_boundary_disagreement,2,CORAL-MSaux,Integrated Gradients,0,0.3,0.4962782263755798,0.3195646896958351,0.0272889367338844
FAITH_010,F2_boundary_disagreement,2,CORAL-MSaux,Occlusion,0,0.05,0.4962782263755798,0.4827183499932289,0.026417981318979
FAITH_010,F2_boundary_disagreement,2,CORAL-MSaux,Occlusion,0,0.1,0.4962782263755798,0.4463324710726738,0.0292539692990183
FAITH_010,F2_boundary_disagreement,2,CORAL-MSaux,Occlusion,0,0.2,0.4962782263755798,0.3851285308599472,0.0350788227886267
FAITH_010,F2_boundary_disagreement,2,CORAL-MSaux,Occlusion,0,0.3,0.4962782263755798,0.3275610357522964,0.0372640497741418
FAITH_010,F2_boundary_disagreement,2,Original DeiT,Integrated Gradients,2,0.05,0.6099440455436707,0.546400924026966,0.0502279084828758
FAITH_010,F2_boundary_disagreement,2,Original DeiT,Integrated Gradients,2,0.1,0.6099440455436707,0.5826442450284958,0.0472694531031414
FAITH_010,F2_boundary_disagreement,2,Original DeiT,Integrated Gradients,2,0.2,0.6099440455436707,0.4992531880736351,0.0537194090453488
FAITH_010,F2_boundary_disagreement,2,Original DeiT,Integrated Gradients,2,0.3,0.6099440455436707,0.4826343521475792,0.0465794289521331
FAITH_010,F2_boundary_disagreement,2,Original DeiT,Occlusion,2,0.05,0.6099440455436707,0.5431968808174134,0.0772393826857335
FAITH_010,F2_boundary_disagreement,2,Original DeiT,Occlusion,2,0.1,0.6099440455436707,0.5790289729833603,0.0382343891894719
FAITH_010,F2_boundary_disagreement,2,Original DeiT,Occlusion,2,0.2,0.6099440455436707,0.5179422259330749,0.0489392783909414
FAITH_010,F2_boundary_disagreement,2,Original DeiT,Occlusion,2,0.3,0.6099440455436707,0.4702217325568199,0.047656687808825
FAITH_011,F2_challenge_error,2,CORAL-MSaux,Integrated Gradients,0,0.05,0.6275050640106201,0.6018586307764053,0.0309215114130446
FAITH_011,F2_challenge_error,2,CORAL-MSaux,Integrated Gradients,0,0.1,0.6275050640106201,0.5791509538888931,0.0327687742374655
FAITH_011,F2_challenge_error,2,CORAL-MSaux,Integrated Gradients,0,0.2,0.6275050640106201,0.5036239802837372,0.0381071705718672
FAITH_011,F2_challenge_error,2,CORAL-MSaux,Integrated Gradients,0,0.3,0.6275050640106201,0.4235975623130798,0.0469528198283958
FAITH_011,F2_challenge_error,2,CORAL-MSaux,Occlusion,0,0.05,0.6275050640106201,0.5931250005960464,0.0243547035920247
FAITH_011,F2_challenge_error,2,CORAL-MSaux,Occlusion,0,0.1,0.6275050640106201,0.576641184091568,0.0275829559673043
FAITH_011,F2_challenge_error,2,CORAL-MSaux,Occlusion,0,0.2,0.6275050640106201,0.4814564496278762,0.0339649176408322
FAITH_011,F2_challenge_error,2,CORAL-MSaux,Occlusion,0,0.3,0.6275050640106201,0.4042323112487793,0.0347682746369437
FAITH_011,F2_challenge_error,2,Original DeiT,Integrated Gradients,1,0.05,0.6261646151542664,0.4541900351643562,0.0923221406128114
FAITH_011,F2_challenge_error,2,Original DeiT,Integrated Gradients,1,0.1,0.6261646151542664,0.172299263626337,0.0597345597341484
FAITH_011,F2_challenge_error,2,Original DeiT,Integrated Gradients,1,0.2,0.6261646151542664,0.0773352200165391,0.0217938566274823
FAITH_011,F2_challenge_error,2,Original DeiT,Integrated Gradients,1,0.3,0.6261646151542664,0.0767097728326916,0.0265546009724666
FAITH_011,F2_challenge_error,2,Original DeiT,Occlusion,1,0.05,0.6261646151542664,0.3954199120402336,0.0775247329543752
FAITH_011,F2_challenge_error,2,Original DeiT,Occlusion,1,0.1,0.6261646151542664,0.1880735047161579,0.0632491272456149
FAITH_011,F2_challenge_error,2,Original DeiT,Occlusion,1,0.2,0.6261646151542664,0.0908080184832215,0.0288070907762145
FAITH_011,F2_challenge_error,2,Original DeiT,Occlusion,1,0.3,0.6261646151542664,0.0710016138851642,0.0181037153148895
FAITH_012,F2_correct_agreement,2,CORAL-MSaux,Integrated Gradients,0,0.05,0.9123356342315674,0.8810393303632736,0.0217947274504081
FAITH_012,F2_correct_agreement,2,CORAL-MSaux,Integrated Gradients,0,0.1,0.9123356342315674,0.8566972553730011,0.0224745131109263
FAITH_012,F2_correct_agreement,2,CORAL-MSaux,Integrated Gradients,0,0.2,0.9123356342315674,0.8051607370376587,0.0430142563616674
FAITH_012,F2_correct_agreement,2,CORAL-MSaux,Integrated Gradients,0,0.3,0.9123356342315674,0.710739815235138,0.050764583955742
FAITH_012,F2_correct_agreement,2,CORAL-MSaux,Occlusion,0,0.05,0.9123356342315674,0.8912728995084762,0.0195875220658472
FAITH_012,F2_correct_agreement,2,CORAL-MSaux,Occlusion,0,0.1,0.9123356342315674,0.8594502598047257,0.0209487367604462
FAITH_012,F2_correct_agreement,2,CORAL-MSaux,Occlusion,0,0.2,0.9123356342315674,0.8010410696268082,0.0383208384480808
FAITH_012,F2_correct_agreement,2,CORAL-MSaux,Occlusion,0,0.3,0.9123356342315674,0.6956730663776398,0.0433967578820259
FAITH_012,F2_correct_agreement,2,Original DeiT,Integrated Gradients,0,0.05,0.8495439887046814,0.663910636305809,0.0877159583120296
